key,rate
530330108001.0,0.0
530330054004.0,0.0
530330098002.0,0.0
530330114021.0,0.0
530330114022.0,0.0
530330081002.0,3.8333333333333335
530330053022.0,0.0
530330009002.0,0.0
530330100011.0,0.0
530330078002.0,0.0
530330104024.0,0.0
530330031005.0,0.0
530330031004.0,0.0
530330073002.0,1.1666666666666667
530330105004.0,0.0
530330113002.0,0.0
530330113004.0,0.0
530330113005.0,0.0
530330113003.0,0.0
530330053023.0,0.0
530330002002.0,0.0
530330001005.0,0.0
530330074023.0,0.0
530330119004.0,0.0
530330006003.0,0.0
530330117001.0,0.0
530330032007.0,0.0
530330033005.0,0.0
530330030004.0,0.0
530330119003.0,0.0
530330073001.0,1.8333333333333333
530330106005.0,0.0
530330111011.0,0.0
530330111012.0,0.0
530330111022.0,0.0
530330007001.0,0.0
530330001003.0,0.0
530330050003.0,0.0
530330001001.0,0.0
530330032001.0,0.0
530330032002.0,0.0
530330019003.0,0.0
530330047004.0,0.8333333333333334
530330032003.0,0.0
530330033003.0,0.0
530330097013.0,0.0
530330096004.0,0.0
530330111021.0,0.0
530330111024.0,0.0
530330050001.0,0.0
530330097011.0,0.0
530330096005.0,0.0
530330110013.0,0.0
530330048001.0,0.0
530330002006.0,0.0
530330002004.0,0.0
530330112003.0,0.0
530330058012.0,0.0
530330062003.0,0.0
530330081001.0,0.0
530330030002.0,0.0
530330057003.0,0.0
530330097014.0,0.0
530330048002.0,0.0
530330059005.0,0.0
530330049002.0,0.0
530330060003.0,0.0
530330035003.0,0.0
530330050002.0,0.0
530330075004.0,2.6666666666666665
530330036001.0,0.0
530330036004.0,0.0
530330004012.0,0.0
530330105002.0,0.0
530330047002.0,0.0
530330057004.0,0.0
530330057002.0,0.0
530330101003.0,0.0
530330097021.0,0.0
530330111023.0,0.0
530330111013.0,0.0
530330059003.0,0.0
530330049001.0,0.0
530330049004.0,0.0
530330005002.0,0.0
530330018003.0,0.0
530330119002.0,0.0
530330103004.0,0.0
530330098001.0,0.0
530330060004.0,0.0
530330022003.0,0.0
530330008001.0,0.0
530330106004.0,0.0
530330105003.0,0.0
530330106006.0,0.0
530330106003.0,0.0
530330118003.0,0.0
530330041001.0,0.0
530330119001.0,0.0
530330030003.0,0.0
530330101002.0,0.0
530330118005.0,0.0
530330060002.0,0.0
530330014004.0,0.0
530330069004.0,0.0
530330060001.0,0.0
530330106001.0,0.0
530330105001.0,0.0
530330006004.0,0.0
530330012005.0,0.0
530330090001.0,0.0
530330105005.0,0.0
530330116004.0,0.0
530330089001.0,0.0
530330095001.0,0.0
530330101005.0,0.0
530330118002.0,0.0
530330049003.0,0.0
530330024001.0,0.0
530330107022.0,0.0
530330059004.0,0.0
530330069002.0,0.0
530330067002.0,0.0
530330044002.0,0.0
530330044004.0,0.0
530330044001.0,0.0
530330100012.0,0.0
530330108003.0,0.0
530330002003.0,0.0
530330114013.0,0.0
530330003002.0,0.0
530330006001.0,0.0
530330003001.0,0.0
530330076001.0,0.0
530330019001.0,0.0
530330027002.0,0.0
530330020002.0,0.0
530330019002.0,0.0
530330027004.0,0.0
530330046001.0,0.0
530330010002.0,0.0
530330010001.0,0.0
530330118001.0,0.0
530330118006.0,0.0
530330116002.0,0.0
530330002005.0,0.0
530330042003.0,0.0
530330110021.0,0.0
530330107021.0,0.0
530330099003.0,0.0
530330113001.0,0.0
530330043011.0,0.0
530330052003.0,0.0
530330069003.0,0.0
530330099004.0,0.0
530330021003.0,0.0
530330017023.0,0.0
530330075002.0,0.0
530330085002.0,4.666666666666667
530330051001.0,0.0
530330028002.0,0.0
530330065002.0,0.0
530330074014.0,0.0
530330084003.0,0.0
530330074021.0,0.0
530330084001.0,2.6666666666666665
530330074012.0,0.0
530330065003.0,0.0
530330075003.0,0.0
530330074022.0,0.0
530330061004.0,0.0
530330103005.0,0.0
530330017012.0,0.0
530330013003.0,0.0
530330017022.0,0.0
530330017011.0,0.0
530330029003.0,0.0
530330034002.0,0.0
530330061003.0,0.0
530330061002.0,0.0
530330072001.0,1.8333333333333333
530330081003.0,0.0
530330083002.0,0.0
530330085001.0,4.666666666666667
530330082003.0,4.666666666666667
530330063001.0,0.0
530330068002.0,0.0
530330053012.0,2.3333333333333335
530330053013.0,2.3333333333333335
530330053011.0,0.0
530330053014.0,2.3333333333333335
530330043021.0,0.0
530330062002.0,0.0
530330041005.0,0.0
530330079003.0,0.0
530330086001.0,0.0
530330095004.0,0.0
530330101004.0,0.0
530330082002.0,4.666666666666667
530330083001.0,4.666666666666667
530330085003.0,0.0
530330092001.0,1.3333333333333333
530330100021.0,0.0
530330100023.0,0.0
530330095002.0,0.0
530330086003.0,0.0
530330047003.0,0.0
530330118004.0,0.0
530330029001.0,0.0
530330028001.0,0.0
530330033001.0,0.0
530330005001.0,0.0
530330097025.0,0.0
530330079001.0,0.0
530330088001.0,0.0
530330087002.0,0.0
530330088002.0,0.0
530330028004.0,0.0
530330028003.0,0.0
530330018002.0,0.0
530330074013.0,0.0
530330059001.0,0.0
530330080013.0,0.0
530330104022.0,0.0
530330059002.0,0.0
530330068001.0,0.0
530330027003.0,0.0
530330007002.0,0.0
530330021002.0,0.0
530330021001.0,0.0
530330026004.0,0.0
530330026002.0,0.0
530330026003.0,0.0
530330026001.0,0.0
530330094001.0,0.0
530330090002.0,0.0
530330016001.0,0.0
530330031003.0,0.0
530330096003.0,0.0
530330077002.0,0.0
530330100024.0,0.0
530330075005.0,0.0
530330084002.0,4.666666666666667
530330107012.0,0.0
530330004023.0,0.0
530330070003.0,0.0
530330080011.0,1.3333333333333333
530330072003.0,1.3333333333333333
530330076002.0,0.0
530330076003.0,0.0
530330079002.0,0.0
530330064001.0,0.0
530330077004.0,0.0
530330089003.0,0.0
530330046003.0,0.0
530330046002.0,0.0
530330027001.0,0.0
530330025001.0,0.0
530330107023.0,0.0
530330018001.0,0.0
530330033004.0,0.0
530330100013.0,0.0
530330078003.0,0.0
530330115001.0,0.0
530330114012.0,0.0
530330014002.0,0.0
530330054001.0,0.0
530330030001.0,0.0
530330089002.0,0.0
530330099002.0,0.0
530330002001.0,0.0
530330075001.0,0.0
530330080012.0,1.3333333333333333
530330051002.0,0.0
530330051003.0,0.0
530330052004.0,0.0
530330041003.0,0.0
530330063002.0,0.0
530330078004.0,0.0
530330087003.0,0.0
530330080022.0,0.0
530330079005.0,0.0
530330058011.0,0.0
530330067003.0,0.0
530330080014.0,1.3333333333333333
530330064003.0,0.0
530330079004.0,0.0
530330036003.0,0.0
530330033002.0,0.0
530330004021.0,0.0
530330071002.0,0.0
530330077003.0,0.0
530330077001.0,0.0
530330107011.0,0.0
530330029002.0,0.0
530330006005.0,0.0
530330103003.0,0.0
530330012002.0,0.0
530330264004.0,0.0
530330082001.0,3.6666666666666665
530330265001.0,0.0
530330096002.0,0.0
530330017024.0,0.0
530330006002.0,0.0
530330045001.0,0.0
530330048004.0,0.0
530330034001.0,0.0
530330034003.0,0.0
530330065001.0,0.0
530330052001.0,0.0
530330053021.0,0.0
530330094004.0,0.0
530330100022.0,0.0
530330013002.0,0.0
530330104013.0,0.0
530330072002.0,0.0
530330032005.0,0.0
530330006006.0,0.0
530330080021.0,2.6666666666666665
530330110012.0,0.0
530330110023.0,0.0
530330104011.0,0.0
530330014003.0,0.0
530330014001.0,0.0
530330071001.0,0.0
530330001002.0,0.0
530330074011.0,0.0
530330094005.0,0.0
530330020001.0,0.0
530330012001.0,0.0
530330004024.0,0.0
530330047001.0,0.0
530330070002.0,0.0
530330070005.0,1.3333333333333333
530330020003.0,0.0
530330091002.0,3.0
530330004013.0,0.0
530330004011.0,0.0
530330004022.0,0.0
530330011002.0,0.0
530330089004.0,0.0
530330001004.0,0.0
530330070004.0,0.0
530330017021.0,0.0
530330017013.0,0.0
530330106002.0,0.0
530330088003.0,0.0
530330052005.0,0.0
530330115003.0,0.0
530330097012.0,0.0
530330012003.0,0.0
530330080015.0,1.3333333333333333
530330901000.0,0.0
530330260011.0,0.0
530330264005.0,0.0
