name,address,city,lat,lng,place_id,rating,class,type
Farmer Debbi,500 17th Avenue,Seattle,47.6072783,-122.3101639,ChIJDaJGOcRqkFQRgiM8DCY3bdI,5,pharmacy,
Walgreens Pharmacy,1409 11th Avenue,Seattle,47.613225,-122.3183388,ChIJ-UwNJMxqkFQREg-uItk0F8Y,5,pharmacy,
Bartell Drugs Boren & Madison,1101 Madison Street,Seattle,47.6093418,-122.3247066,ChIJW652wclqkFQRS_la8m4BEh0,4,pharmacy,
Cabrini Pharmacy Services,901 Boren Avenue #100,Seattle,47.608778,-122.324934,ChIJO2Jv2MlqkFQRi23SlTQHf30,5,pharmacy,
AHF Pharmacy Seattle Cherry St.,1120 Cherry Street,Seattle,47.6084509,-122.3251291,ChIJcYbbJMhqkFQRLFqrgZIU12M,5,pharmacy,
CVS Pharmacy Specialty Services,1001 Madison Street,Seattle,47.6090546,-122.3254753,ChIJTQA1PbZqkFQRD8UKq5oP6dE,2.7,pharmacy,
Bartell Drugs Broadway & Pike Store,1407 Broadway,Seattle,47.6133349,-122.3209791,ChIJdfmS9ctqkFQRbE23Be2OzoY,4,pharmacy,
"Robert Santucci, RPH",325 9th Avenue,Seattle,47.604076,-122.324203,ChIJsaW7rLlqkFQRMhrkt5Fj_v8,5,pharmacy,
United States Postal Service,409 Maynard Avenue South Ste 109,Seattle,47.5989524,-122.3252481,ChIJL7QGb7xqkFQRwAV4Qb4ljvg,2.6,post_office,
United States Postal Service,1150 23rd Avenue,Seattle,47.6125599,-122.3021842,ChIJa7eVsdBqkFQRUPYjtq-M_do,2.2,post_office,
United States Postal Service,Ste 25,Seattle,47.6061432,-122.3337641,ChIJYyyJPLFqkFQRJRHDsGCtXhc,3.8,post_office,
United States Postal Service,212 Broadway East,Seattle,47.6204931,-122.3205079,ChIJ6zulfzIVkFQRpomgrAahnro,2.9,post_office,
United States Postal Service,301 Union Street,Seattle,47.6086676,-122.3364571,ChIJlRZwlrNqkFQRKdEyR26ViKA,2.4,post_office,
United States Postal Service,909 1st Avenue Ste 100,Seattle,47.604256,-122.3361989,ChIJJyE1MrBqkFQR7nbdOBif6f4,3.4,post_office,
US Post Office,217 1st Avenue South,Seattle,47.6002614,-122.3344314,ChIJu3fGOqVqkFQRJoFbOJns17E,4.5,post_office,
United States Postal Service,217 1st Avenue South,Seattle,47.6002388,-122.3345911,ChIJC-n4L6VqkFQRWWkqhFEXDFw,2.6,post_office,
The Mailbox Seattle,300 Lenora Street,Seattle,47.613428,-122.342249,ChIJ0QkxikwVkFQR9nNfmEbmCSg,4.6,post_office,
US Post Office,2512 5th Avenue,Seattle,47.6177646,-122.3457107,ChIJ82I21U4VkFQRFtd8qEtQ47Q,3.1,post_office,
United States Postal Service,2420 4th Avenue South,Seattle,47.5815106,-122.3283716,ChIJq1b5AyhAkFQRP47iaCBvZw8,2.5,post_office,
USPS Seattle Carrier Annex,2460 4th Ave S,Seattle,47.5809179,-122.3282879,ChIJi5Z4IihAkFQR3QTJazBozEo,2.3,post_office,
United States Postal Service,415 1st Avenue North,Seattle,47.62289,-122.355808,ChIJ0ejyd0QVkFQR4WHjV3qZae0,2.6,post_office,
Park Postal,4111 East Madison Street # 2,Seattle,47.6348424,-122.2789854,ChIJ5wpdx7UUkFQRYx3kOtnXANs,5,post_office,
USPS Interbay Carrier Annex,2010 15th Avenue West,Seattle,47.6372036,-122.3756404,ChIJI5_94HAVkFQRg3Poo-unrl8,1.9,post_office,
United States Postal Service,4244 University Way Northeast,Seattle,47.6595724,-122.3128135,ChIJ942DrfQUkFQRZGAt56Ohmps,2.4,post_office,
United States Postal Service,3727 South Alaska Street,Seattle,47.5602799,-122.2858223,ChIJz-KZGg1qkFQRo0Y-oSaIRb4,2.3,post_office,
United States Postal Service,816 Evergreen Point Road,Medina,47.6179327,-122.2385665,ChIJd5j2RWZrkFQRPeiFwRyNrRc,2.3,post_office,
United States Postal Service,620 South Orcas Street,Seattle,47.552158,-122.3258137,ChIJRS6_QcBBkFQRlQtUIRGDdeo,3,post_office,
United States Postal Service,1329 North 47th Street,Seattle,47.6624631,-122.3410231,ChIJ7TFoHVEUkFQRltvh5aJS3Jo,2.4,post_office,
United States Postal Service,3040 78th Avenue Southeast,Mercer Island,47.582406,-122.2331304,ChIJ_bK50blrkFQRxzgIM4xHuqI,3,post_office,
United States Postal Service,3211 West McGraw Street,Seattle,47.6393514,-122.3989834,ChIJkSZt9oAVkFQRsV3w_H9S5Kw,3.8,post_office,
Magnolia Mailbox,3213 West Wheeler Street,Seattle,47.6398944,-122.3990784,ChIJaf_E8IAVkFQRIGvkDvgo0-Y,5,post_office,
US Post Office,4501 9th Avenue Northwest,Seattle,47.6617343,-122.369676,ChIJg5g_0LAVkFQRurF5mnEdUL4,1.4,post_office,
United States Postal Service,4412 California Avenue Southwest,Seattle,47.5642222,-122.3863326,ChIJ1SxBgvdAkFQRAKl8em4HrxM,2.8,post_office,
O'Dea High School,802 Terry Avenue,Seattle,47.6079995,-122.3252348,ChIJJxHNzbdqkFQR24Q9Qe59kUc,3.8,school,
Lake Washington Girls Middle School,810 18th Avenue,Seattle,47.6096451,-122.3085315,ChIJvx2aRMVqkFQRi0RKOM5ONTg,4.2,school,
Seattle Academy of Arts and Sciences-Middle School,1432 15th Avenue,Seattle,47.6138587,-122.3125034,ChIJbYRsj85qkFQRySUpxRmoLzc,4.9,school,
Neighborcare Health at Bailey Gatzert Elementary School,1301 East Yesler Way,Seattle,47.6011521,-122.3159595,ChIJfZ1vpMBqkFQR02JPmE721Nk,,school,
Bailey Gatzert Elementary School,1301 East Yesler Way,Seattle,47.6011701,-122.3155688,ChIJv49vpMBqkFQRHvaAiO_f6BE,4.3,school,
Cherry Street Coffee House,1223 East Cherry Street,Seattle,47.6077411,-122.3164193,ChIJcSmHIcZqkFQRk_99X1LIBNs,4.4,cafe,
Starbucks,800 12th Avenue,Seattle,47.609346,-122.316607,ChIJK-VDyshqkFQR00QYoqAUHB0,4.1,cafe,
Peloton Cafe,1220 East Jefferson Street,Seattle,47.6063544,-122.3157492,ChIJfwDARcZqkFQR7ZB9b-A1zUA,4.9,cafe,
Starbucks,601 Broadway,Seattle,47.6075645,-122.3214438,ChIJw1dxR8hqkFQRFMX80CIyMjE,1.5,cafe,
Starbucks,747 Broadway,Seattle,47.608737,-122.321659,ChIJ3cVQS8hqkFQR1lAxjH06wBE,2.5,cafe,
Stumptown Coffee Roasters,1115 12th Avenue,Seattle,47.612059,-122.317107,ChIJi86Elc5qkFQRqubABO-jcXo,4.6,cafe,
Cafe Presse,1117 12th Avenue,Seattle,47.6120799,-122.316982,ChIJQ4-Qlc5qkFQRJT1w6olUDhQ,4.4,cafe,
@ The Peak Café,401 Broadway,Seattle,47.6054287,-122.3211343,ChIJceYp9sdqkFQR_nQET0P1fvs,4.9,cafe,
Semillon Bakery & Cafe,1150 11th Avenue,Seattle,47.6123219,-122.3180084,ChIJT5tqo85qkFQRJMQidVk6Hsk,4.9,cafe,
12th Ave Caffe,1211 East Alder Street,Seattle,47.6045049,-122.3152249,ChIJm-LVFcdqkFQRC6fbruBGRuY,2,cafe,
Métier Racing & Coffee,1017 East Union Street,Seattle,47.6127018,-122.3186497,ChIJsRdC0AcVkFQR-M_ZN_wWOgU,4.3,cafe,
Top Pot Doughnuts,1206 Madison Street,Seattle,47.6100342,-122.3238047,ChIJkeks68lqkFQR9eoSHOIm5GI,4.1,cafe,
Starbucks,1101 Madison St,Seattle,47.6094628,-122.3241538,ChIJyQoRJK5qkFQRYRLex7whlZA,3.7,cafe,
Mighty-O Donuts Capitol Hill,1400 12th Avenue,Seattle,47.6131675,-122.3164504,ChIJUzjYf85qkFQREds5EHo9nyU,4.4,cafe,
Café Frieda at the Frye Art Museum,704 Terry Avenue,Seattle,47.607196,-122.324462,ChIJ27qvxrdqkFQRcpX5_3zU0hE,4.7,cafe,
Starbucks,1600 E Jefferson St,Seattle,47.606853,-122.3103618,ChIJM04zL8RqkFQRM2Y-Sed1YuA,3,cafe,
Starbucks,550 17th Avenue,Seattle,47.607171,-122.30995,ChIJraJpUcRqkFQRzoa6_PWeBv4,4,cafe,
Amandine Bakeshop,1424 11th Avenue,Seattle,47.6136581,-122.3177114,ChIJEVRdMMxqkFQRcwsmlMCYDUs,4.5,cafe,
Good Weather Bicycle & Cafe,1424 11th Avenue,Seattle,47.613659,-122.317747,ChIJ7b3xss1qkFQRESZrR5_st9Y,4.7,cafe,
Hillside Quickies Cafe,1429 12th Avenue,Seattle,47.6137675,-122.317184,ChIJaVYULcxqkFQR_3H14C8xnFg,,cafe,
Diva Espresso,502 9th Avenue,Seattle,47.6051797,-122.324076,ChIJlczZLrhqkFQRxcfast4w9wU,4.1,cafe,
Cupcake Royale,1111 East Pike Street,Seattle,47.6139274,-122.3175486,ChIJ1_lzM8xqkFQRxhCSJO3iJxY,4.4,cafe,
Caffé Vita,1005 East Pike Street,Seattle,47.6139526,-122.3190311,ChIJJc84R8xqkFQRZqYMFhmH8e8,4.2,cafe,
Sugar Bakery & Cafe,1014 Madison Street,Seattle,47.609163,-122.325856,ChIJO_YVH7ZqkFQRe6amQ5fBrtg,4.6,cafe,
Hotdog Stand at Chop Suey,1400 East Madison Street,Seattle,47.6138271,-122.3143113,ChIJ4X8AB85qkFQRvMc8gm7ys8o,5,cafe,
Capitol Coffee Works,907 East Pike Street,Seattle,47.6138913,-122.3202886,ChIJmQMibMxqkFQRdphI1n15Nw4,4.9,cafe,
Coffee Tree Poke,613 9th Avenue,Seattle,47.60592,-122.32539,ChIJz4Jkm7dqkFQRA0I16mOkdEs,4.6,cafe,
The Nates Baits,1801-1899 East Cherry Street,Seattle,47.607895,-122.3084149,ChIJs-ApA8VqkFQRLkMp-9SRajY,2,cafe,
Starbucks,1401 Broadway,Seattle,47.6139206,-122.3210397,ChIJS18BdsxqkFQR3ns4Nn_Tk9M,3.9,cafe,
Old School Frozen Custard,1316 East Pike Street,Seattle,47.614275,-122.314673,ChIJ-9074c1qkFQRD8GBF4wjDIg,4.5,cafe,
juicebox café,1517 12th Avenue #100,Seattle,47.614597,-122.317233,ChIJzx3mt81qkFQRoJoZMnwbkH0,4.7,cafe,
Style Espresso,914 East Pike Street,Seattle,47.6143431,-122.320081,ChIJbVf7ZcxqkFQRtKVXLPUS_lg,,cafe,
Starbucks,824 East Pike Street,Seattle,47.6142164,-122.3209998,ChIJR87oZMxqkFQRgPQzy1FeNlc,4.2,cafe,
Porchlight Coffee & Records,1517 14th Avenue,Seattle,47.6144901,-122.3142638,ChIJTV7r-s1qkFQRJrsu8sWIP2s,4.3,cafe,
Little Oddfellows,1521 10th Avenue,Seattle,47.6146242,-122.3197978,ChIJeX8MXMxqkFQRDyxyuRKvJTQ,4.4,cafe,
Little Oddfellows Café,1521 10th Avenue,Seattle,47.6146612,-122.3198489,ChIJ_zFaKrtqkFQR8OiPfmnwqjU,4.3,cafe,
Other Coast Cafe,721 East Pike Street,Seattle,47.61395,-122.322506,ChIJxxI5gctqkFQRfv3jR099Rtc,4.2,cafe,
Eltana,1538 12th Avenue,Seattle,47.6150271,-122.3165276,ChIJk7Lfx81qkFQRtCabom-m91s,4.3,cafe,
Jucivana Coffee & Smoothies,110 Boren Avenue South,Seattle,47.601567,-122.317226,ChIJefRiTr9qkFQR8j212jRzcaY,4.4,cafe,
Oddfellows Café + Bar,1525 10th Avenue,Seattle,47.6148992,-122.3196431,ChIJZ7BwWsxqkFQRW7n0QdDE1eg,4.4,cafe,
Westman's Bagel and Coffee,1509 East Madison Street,Seattle,47.6144902,-122.3121311,ChIJF33s-dFqkFQR0g-PbIgurFk,4.4,cafe,
Intrigue Chocolate & Coffeehouse,1520 15th Avenue,Seattle,47.6147586,-122.3125774,ChIJHXbwAtJqkFQRI_FLRODRaKs,4.9,cafe,
Metropolitan Deli & Cafe,805 Madison Street,Seattle,47.6078318,-122.3281805,ChIJ88vZWLZqkFQRrQObx7tSu4U,3.9,cafe,
Regent Bakery & Cafe,1404 East Pine Street,Seattle,47.6153928,-122.314066,ChIJCxTlCtJqkFQRF162bFLktYs,4.1,cafe,
Coffee Tree,905 8th Avenue,Seattle,47.6073479,-122.3282929,ChIJVygL_7ZqkFQRHdEbTN8qQMY,4.4,cafe,
Kaladi Brothers Coffee,517 East Pike Street,Seattle,47.613897,-122.3247262,ChIJN9TLDctqkFQRPiPiapVNpiE,4.6,cafe,
Fine Line Exprezzionz,1517 Boylston Avenue # 39,Seattle,47.614664,-122.3237349,ChIJp_ahZMtqkFQRIrZhQmdJHaw,,cafe,
Honor Coffee,1424 East Pine Street,Seattle,47.6154251,-122.3129794,ChIJm3YkEtJqkFQRAe92F5Lm7TI,4.1,cafe,
Tougo Coffee Co,1410 18th Avenue,Seattle,47.6132797,-122.3086131,ChIJByZ6tNFqkFQRE_0Bt61ecpw,4.5,cafe,
Mia's Off Broadway Cafe,1601 Harvard Ave,Seattle,47.6154017,-122.3224189,ChIJLdYckcxqkFQRLr5GafqLMHI,4.6,cafe,
Cafe Argento,1125 East Olive Street,Seattle,47.6161853,-122.3172564,ChIJk6QRdM1qkFQRv6h4z_OsDxg,4.9,cafe,
Specialty's Cafe & Bakery,904 7th Avenue,Seattle,47.6073526,-122.3290623,ChIJtf-LZLRqkFQRux-LoT4zTXU,3.7,cafe,
Peet's Coffee,904 7th Avenue,Seattle,47.6075361,-122.3291775,ChIJfXZp5bZqkFQRZylOjPi_wC8,4.6,cafe,
Central Co-op,1600 East Madison Street,Seattle,47.615328,-122.311129,ChIJq2PSJtJqkFQRkk9aRox0ndg,4.6,cafe,
Panera Bread,1620 Broadway,Seattle,47.6163081,-122.320566,ChIJVSQF5MxqkFQR8F0CprUINFw,3.7,cafe,
Oasis Tea Zone,606 East Pine Street,Seattle,47.6153406,-122.3240395,ChIJR72IWMtqkFQRyY1CTH0zs_I,4.4,cafe,
NEKO - A Cat Cafe,519 East Pine Street,Seattle,47.6150859,-122.3247934,ChIJ1zMZQ8tqkFQRJnnHdXpsdF8,4.6,cafe,
Mystic Kombucha LLC (WHOLESALE ONLY - TASTING ROOM CLOSED),1711 12th Avenue #102,Seattle,47.6167772,-122.3171999,ChIJLzqdZc1qkFQRhobv5DLWuQA,4.9,cafe,
The Buzz Cafe,1701 Broadway,Seattle,47.6163839,-122.3212469,ChIJLQiD28xqkFQR5SgPz2jW8xM,3.5,cafe,
Scratch Deli,1718 12th Avenue,Seattle,47.6170704,-122.3165384,ChIJj0I0Ys1qkFQRipgwPSA2tPI,4.8,cafe,
Arada Center Market,452 12th Avenue,Seattle,47.6057138,-122.3165701,ChIJx9O8rcdqkFQRbQZzRFtS4iY,4.4,supermarket,
Southsea Grocery,917 East Jefferson Street,Seattle,47.6060286,-122.31994,ChIJbX5378dqkFQR_1cZ41SCAAM,4.8,supermarket,
Mama Lil's Peppers,832 14th Avenue,Seattle,47.610236,-122.313843,ChIJMaeTEs9qkFQRYZnMaY-WHb0,5,supermarket,
Columbia Branch - The Seattle Public Library,4721 Rainier Avenue South,Seattle,47.5599006,-122.2869591,ChIJv5x3_wxqkFQRs76P7-fM9GE,4.5,library,
Seattle Children's Odessa Brown Children's Clinic,2101 East Yesler Way,Seattle,47.601329,-122.304629,ChIJpYOzD8JqkFQRD_eWTAzVfek,4.6,hospital,
Carolyn Downs Family Medical Center,2101 East Yesler Way,Seattle,47.6013067,-122.3045966,ChIJpYOzD8JqkFQRY4kVDWwCuo8,4.5,hospital,
Swedish Outpatient Rehabilitation - Cherry Hill,500 17th Avenue Suite 100,Seattle,47.606482,-122.3107016,ChIJE9PossVqkFQRScRZ4IVYnk0,3.8,hospital,
"David W Newell, MD - Seattle Neuroscience Institute",550 17th Avenue Ste 240,Seattle,47.6074024,-122.3097425,ChIJlydMOMRqkFQRg1VSvqplA7c,4.5,hospital,
Swedish Cherry Hill Campus,500 17th Avenue,Seattle,47.6071788,-122.3104306,ChIJK1HatMVqkFQR8L5hMyMoq90,4.3,hospital,
Swedish Neurosurgery - Cherry Hill,550 17th Avenue #500,Seattle,47.6076339,-122.310118,ChIJXU5frsVqkFQRiz8TokKxu9g,5,hospital,
Maleng Building HMC (Harborview Medical Center),410 9th Avenue,Seattle,47.6046603,-122.3234674,ChIJ9bMvN7hqkFQRToOK6MF1nfg,5,hospital,
Harborview Medical Center,325 9th Avenue,Seattle,47.6043796,-122.3235411,ChIJ7w3EijcVkFQRyIZDeOQLa14,4,hospital,
Walgreens Pharmacy,2400 South Jackson Street,Seattle,47.5995692,-122.3008506,ChIJz7HCo-lqkFQRuKkvd-9Y8MY,3.5,pharmacy,
Premier Long Term Care Pharm,1618 South Lane Street #204,Seattle,47.5968827,-122.3108135,ChIJI2miOpVqkFQRoa2TGDeU7b0,3.7,pharmacy,
Harborview Medical Center : Outpatient Pharmacy,325 9th Avenue South,Seattle,47.6040229,-122.3241984,ChIJ_1eRJrhqkFQRsGLBcV9mmb0,3,pharmacy,
Garfield High School,400 23rd Avenue,Seattle,47.6053376,-122.301866,ChIJaztWtlYUkFQRkScCEvdkRyk,3.5,school,
Washington Middle School,2101 South Jackson Street,Seattle,47.5979707,-122.3039394,ChIJj0OYM-pqkFQRtWPBTpmjiDQ,3.5,school,
Nova Project (Nova High School),2410 East Cherry Street,Seattle,47.608511,-122.300819,ChIJ068mnttqkFQRfHRMkRb0UgY,3.7,school,
Leschi Elementary School,135 32nd Avenue,Seattle,47.6021448,-122.2918926,ChIJqaP_AedqkFQRfXBEdfmA45M,4.4,school,
Broadcast Coffee Roasters,1918 E Yesler Way,Seattle,47.6018258,-122.3067148,ChIJnfADisFqkFQRu068u63UzZE,4.5,cafe,
Cheeky Cafe,1700 South Jackson Street,Seattle,47.5993603,-122.310022,ChIJF5cLJsBqkFQRWFLu67ChHjc,4.4,cafe,
Starbucks,2300 South Jackson A,Seattle,47.5994735,-122.3019692,ChIJudlvmulqkFQR5Vh_RQrK3ds,4.2,cafe,
Pruf Cafe and Bar,1440 South Jackson Street,Seattle,47.5993393,-122.3123715,ChIJt1v4C8BqkFQRPuTnVjA_snc,4.8,cafe,
Dur Dur Cafe Tea,2212 East Cherry Street,Seattle,47.6081881,-122.3030649,ChIJ13VMP9tqkFQRiw0ZWp6D42E,4.8,cafe,
ChuMinh Tofu & Vegan Deli,1043 South Jackson Street,Seattle,47.598794,-122.317476,ChIJsdfCU75qkFQROEe9A83d9vw,4.7,cafe,
Bubble Tea Fresh Fruit Juice,1043 South Jackson Street,Seattle,47.5987935,-122.3176323,ChIJ29KaUb5qkFQRyzGod2BZc8g,4.4,cafe,
King's Deli,2800 East Cherry Street # C,Seattle,47.6080985,-122.2960288,ChIJXR3zHNxqkFQRU1M4UnH5SfI,4.3,cafe,
Cafe Weekend,851 Hiawatha Place South,Seattle,47.5946135,-122.3094141,ChIJO0dHlpRqkFQRW7YXzVHKob8,4.1,cafe,
Warka Grocery,2800 East Cherry Street # D,Seattle,47.6081704,-122.2960441,ChIJXR3zHNxqkFQRzOgUEfNiLJ8,,cafe,
Espresso,,Seattle,47.6123256,-122.3023971,ChIJ-4EuCNpqkFQRm0B2lZGYkcU,,cafe,
Squirrel Chops,2201 East Union Street,Seattle,47.6127807,-122.3033354,ChIJ88o-vNBqkFQRuoSzZ1sjDl4,4.8,cafe,
Katy's Corner Cafe,2000 East Union Street,Seattle,47.613125,-122.3060064,ChIJYaDb9tBqkFQRBmm_eEPetXo,4.6,cafe,
West Wall Bar,900 Poplar Place South,Seattle,47.593484,-122.310925,ChIJKSQDf5RqkFQRzteZKb8c9Co,4,cafe,
Union Coffee,2407 East Union Street Suite B,Seattle,47.6126922,-122.3010906,ChIJD91e_tlqkFQRHx6XbQ3EDXY,4.9,cafe,
FOOD Cortona Cafe,2425 East Union Street,Seattle,47.6127652,-122.3003237,ChIJv8dK49lqkFQRRNAzQUZ-dyQ,3.3,cafe,
Cortona Cafe,2425 East Union Street,Seattle,47.612772,-122.300308,ChIJJzBK49lqkFQROi_wpppY50k,4.7,cafe,
FareStart @ PacTower Cafe,1200 12th Avenue South,Seattle,47.592846,-122.315787,ChIJl5c4vJZqkFQRg8P7npNob_o,5,cafe,
New Century Tea Gallery,416 Maynard Avenue South,Seattle,47.5986546,-122.3247153,ChIJ1zTHaLxqkFQR3Ds1za4mNqU,5,cafe,
Y & A Cafe,670 South Weller Street,Seattle,47.5976367,-122.3240934,ChIJYV-bUbxqkFQRoc2IwWsDdHE,4.2,cafe,
Eastern Cafe,510 Maynard Avenue South,Seattle,47.597968,-122.32479,ChIJ88xuWbxqkFQRCav5Xl7Yooo,4.6,cafe,
Ambrosia Cafe,619 South King Street,Seattle,47.5982419,-122.3255104,ChIJJVxjYLxqkFQRbtFBk2UHX44,4.4,cafe,
Jazen Tea | Weller,618 South Weller Street,Seattle,47.5976468,-122.325519,ChIJl04397xqkFQRXfTV-wKIhGc,3.8,cafe,
Good Neighbors Grocery,166 19th Avenue,Seattle,47.6031737,-122.30747,ChIJT_-n0MNqkFQRSmYokcDZwjE,2,supermarket,
Yesler Grocery,1902 East Yesler Way # 19,Seattle,47.6018773,-122.3073763,ChIJ24-fj8FqkFQRwo6NgA1aG0A,4.4,supermarket,
